start,end,location_id
49684480,49684735,376371
49684736,49686783,57
49686784,49687039,354892
49687040,49687295,57
49687296,49687551,351545
49687552,49687807,351991
49687808,49688063,351956
49688064,49694975,57
49694976,49695231,351882
49695232,49695487,57
49695488,49695743,23803
49695744,49696255,57
49696256,49696511,355477
49696512,49696767,356863
49696768,49697023,357186
49697024,49697791,57
49697792,49698047,350847
49698048,49698303,500027
49698304,49698559,351495
49698560,49698815,57
49698816,49699071,360919
49699072,49699327,57
49699328,49699583,353664
49699584,49699839,351495
49699840,49700607,57
49700608,49700863,357186
49700864,49701375,57
49701376,49701631,23803
49701632,49701887,57
49701888,49702143,23803
49702144,49702655,57
49702656,49702911,79073
49702912,49704447,57
49704448,49704703,352168
49704704,49705215,57
49705216,49705471,23803
49705472,49705727,57
49705728,49705983,352072
49705984,49706495,57
49706496,49706751,23803
49706752,49707519,57
49707520,49707775,350633
49707776,49708031,350549
49708032,49708543,57
49708544,49708799,350633
49708800,49709055,351527
49709056,49709567,57
49709568,49709823,351495
49709824,49710079,352072
49710080,49710335,57
49710336,49710591,379070
49710592,49711359,57
49711360,49711871,23803
49711872,49712127,352168
49712128,49712383,351308
49712384,49712639,57
49712640,49712895,351308
49712896,49713151,23803
49713152,49713407,57
49713408,49713663,23803
49713664,49713919,350847
49713920,49714175,57
49714176,49714431,354806
49714432,49714687,352072
49714688,49715199,351494
49715200,49715455,23803
49715456,49715967,57
49715968,49716479,352072
49716480,49716735,57
49716736,49716991,355477
49716992,49717247,23803
49717248,49717759,57
49717760,49718271,23803
49718272,49718527,79073
49718528,49718783,57
49718784,49719039,360919
49719040,49719551,57
49719552,49719807,351513
49719808,49720063,57
49720064,49720319,39939
49720320,49722111,57
49722112,49722367,351308
49722368,49722879,352168
49722880,49723903,57
49723904,49724159,352072
49724160,49725183,57
49725184,49725439,388421
49725440,49725695,350633
49725696,49726207,57
49726208,49726463,23803
49726464,49727999,57
49728000,49728511,350633
49728512,49728767,357042
49728768,49729023,351527
49729024,49730303,57
49730304,49730559,351495
49730560,49730815,350633
49730816,49731071,23803
49731072,49731327,57
49731328,49731839,23803
49731840,49732095,57
49732096,49732351,353664
49732352,49732607,356863
49732608,49732863,57
49732864,49733119,388421
49733120,49733375,23803
49733376,49733887,57
49733888,49734143,79073
49734144,49807359,57
49807360,49810943,190
49810944,49811071,51534
49811072,49811199,446052
49811200,49811455,190
49811456,49811583,448959
49811584,49811711,448982
49811712,49811967,42152
49811968,49812735,190
49812736,49812991,211125
49812992,49813119,182808
49813120,49813247,449827
49813248,49813375,50273
49813376,49814015,190
49814016,49814271,60053
49814272,49815551,190
49815552,49815679,264195
49815680,49815807,49870
49815808,49816319,190
49816320,49816447,54152
49816448,49816575,449743
49816576,49817599,190
49817600,49817727,14356
49817728,49817855,448051
49817856,49818367,190
49818368,49818623,468164
49818624,49820159,190
49820160,49820415,484838
49820416,49820671,190
49820672,49820927,444394
49820928,49822463,190
49822464,49822719,447469
49822720,49822975,190
49822976,49823103,52625
49823104,49823231,449777
49823232,49824511,190
49824512,49824767,49997
49824768,49825279,190
49825280,49825535,449624
49825536,49826047,190
49826048,49826303,446086
49826304,49826559,14355
49826560,49826687,211127
49826688,49826815,446706
49826816,49827071,447099
49827072,49830399,190
49830400,49830655,447608
49830656,49830911,190
49830912,49831167,446041
49831168,49832703,190
49832704,49832831,51534
49832832,49832959,14356
49832960,49833471,190
49833472,49833983,49954
49833984,49835263,190
49835264,49835391,447529
49835392,49835519,449351
49835520,49835647,40179
49835648,49835775,446450
49835776,49836287,190
49836288,49836415,51534
49836416,49836543,445154
49836544,49836671,448788
49836672,49836799,50899
49836800,49836927,56940
49836928,49837055,446063
49837056,49837183,50902
49837184,49837311,59189
49837312,49837567,190
49837568,49837823,55971
49837824,49838079,447362
49838080,49838335,446783
49838336,49838591,444764
49838592,49838847,32363
49838848,49839103,21247
49839104,49839359,482855
49839360,49839487,446077
49839488,49839615,446156
49839616,49839871,444140
49839872,49839999,444827
49840000,49840127,182808
49840128,49840383,446094
49840384,49840511,448098
49840512,49840639,447362
49840640,49840895,51718
49840896,49841151,485518
49841152,49841407,190
49841408,49841535,51718
49841536,49841663,447135
49841664,49841919,446063
49841920,49842047,446117
49842048,49842175,33394
49842176,49842687,51718
49842688,49842943,491980
49842944,49843711,190
49843712,49843839,444576
49843840,49843967,52111
49843968,49844223,445400
49844224,49844991,190
49844992,49845247,448099
49845248,49845503,506403
49845504,49845631,468163
49845632,49845887,444681
49845888,49846015,55976
49846016,49846271,469012
49846272,49846527,50469
49846528,49846783,190
49846784,49847039,492854
49847040,49847295,446169
49847296,49847551,448955
49847552,49848063,190
49848064,49848191,492083
49848192,49848319,446111
49848320,49848447,447423
49848448,49848575,443642
49848576,49848831,190
49848832,49849087,52506
49849088,49849343,50428
49849344,49849599,446770
49849600,49849855,445344
49849856,49849983,190
49849984,49850111,59189
49850112,49850239,444053
49850240,49850367,186887
49850368,49850623,448244
49850624,49850879,444300
49850880,49851007,455250
49851008,49851135,445044
49851136,49851391,446084
49851392,49851519,446122
49851520,49851647,443647
49851648,49851775,51534
49851776,49851903,182862
49851904,49852159,190
49852160,49852415,446073
49852416,49852543,49942
49852544,49852671,447812
49852672,49852799,64625
49852800,49852927,480936
49852928,49853183,448421
49853184,49853311,19700
49853312,49853439,449465
49853440,49853567,42689
49853568,49853695,448718
49853696,49853823,54382
49853824,49853951,61438
49853952,49854079,446844
49854080,49854207,443846
49854208,49854463,444305
49854464,49854591,61438
49854592,49854719,453456
49854720,49854847,444301
49854848,49854975,58695
49854976,49855103,24890
49855104,49855231,190
49855232,49855359,446176
49855360,49855487,448852
49855488,49855615,446072
49855616,49855743,58788
49855744,49855871,50851
49855872,49855999,39944
49856000,49856255,446142
49856256,49856511,443972
49856512,50331647,190
50331648,50531839,7073
50531840,50532095,123954
50532096,56503807,7073
56503808,56504063,1046
56504064,57083940,7073
57083941,57083941,23
57083942,67108863,7073
67108864,67108864,12125
67108865,68241407,223
68241408,68243455,135615
68243456,68243711,223
68243712,68243967,22526
68243968,68251903,223
68251904,68252159,2059
68252160,68254463,223
68254464,68254719,2059
68254720,68259551,223
68259552,68259567,119720
68259568,68270079,223
68270080,68272127,33940
68272128,68282367,223
68282368,68282623,2111
68282624,68283391,223
68283392,68284415,644
68284416,68285439,2707
68285440,68287231,223
68287232,68287999,9671
68288000,68290015,223
68290016,68290047,36750
68290048,68305407,223
68305408,68305919,22814
68305920,68348927,223
68348928,68349695,7109
68349696,68357119,223
68357120,68358143,5464
68358144,68386815,223
68386816,68387327,4819
68387328,68390911,223
68390912,68391679,158441
68391680,68397055,223
68397056,68398079,2166
68398080,68403199,223
68403200,68403455,3376
68403456,68412415,223
68412416,68413439,33940
68413440,68413951,115135
68413952,68416511,223
68416512,68417535,33940
68417536,68421375,223
68421376,68421631,12935
68421632,68444671,223
68444672,68444735,11101
68444736,68444799,1258
68444800,68444927,11101
68444928,68477951,223
68477952,68478207,130695
68478208,68495615,223
68495616,68495871,1301
68495872,68497407,223
68497408,68498175,1294
68498176,68503039,223
68503040,68503295,12120
68503296,68510463,223
68510464,68510719,11795
68510720,68510975,223
68510976,68511231,15011
68511232,68512255,223
68512256,68512767,121864
68512768,68513023,882
68513024,68515839,223
68515840,68516095,880
68516096,68519935,223
68519936,68520447,121864
68520448,68523007,223
68523008,68523263,9996
68523264,68536575,223
68536576,68536831,36755
68536832,68569087,223
68569088,68571135,4508
68571136,68575487,223
68575488,68575743,2227
68575744,68579839,223
68579840,68580095,116388
68580096,68600831,223
68600832,68601087,12935
68601088,68637439,223
68637440,68637695,27833
68637696,68644863,223
68644864,68645887,2062
68645888,68660735,223
68660736,68660991,6012
68660992,68673791,223
68673792,68674303,124106
68674304,68674559,223
68674560,68674815,22526
68674816,68675327,223
68675328,68675583,132728
68675584,68817151,223
68817152,68817407,1797
68817408,68817663,5419
68817664,68818431,223
68818432,68818687,609
68818688,68818943,223
68818944,68819455,9481
68819456,68821503,223
68821504,68822015,12125
68822016,68822527,632
68822528,68823295,223
68823296,68823551,116148
68823552,68823807,119803
68823808,68824831,223
68824832,68825087,800
68825088,68825855,223
68825856,68826111,44945
68826112,68827135,223
68827136,68827391,2398
68827392,68829183,223
68829184,68829439,5833
68829440,68830207,223
68830208,68830463,2553
68830464,68831487,223
68831488,68831743,3626
68831744,68831999,223
68832000,68832127,2879
68832128,68832255,9616
68832256,68837375,223
68837376,68837631,4927
68837632,68839423,223
68839424,68839679,121674
68839680,68841471,223
68841472,68841727,116059
68841728,68843519,223
68843520,68843647,116783
68843648,68846591,223
68846592,68846847,12125
68846848,68847103,17665
68847104,68866047,223
68866048,68866303,2221
68866304,68866431,6737
68866432,68866559,115832
68866560,68944639,223
68944640,68944895,119442
68944896,68945151,5257
68945152,68945279,31623
68945280,68945407,115058
68945408,68945535,5314
68945536,68945663,115136
68945664,68945919,120697
68945920,68946943,223
68946944,68947199,2715
68947200,68947455,1294
68947456,68947711,6065
68947712,68947967,223
68947968,68948223,14574
68948224,68948479,8955
68948480,68951551,223
68951552,68951807,127037
68951808,68952063,9528
68952064,68952319,5961
68952320,68952575,223
68952576,68952831,4751
68952832,68953087,11164
68953088,68953343,35675
68953344,68953599,44930
68953600,68953855,14904
68953856,68954111,115111
68954112,68954367,223
68954368,68954623,628
68954624,68955135,223
68955136,68955391,124275
68955392,68955903,223
68955904,68956159,7182
68956160,68956927,223
68956928,68957183,14669
68957184,68960255,223
68960256,68960511,1609
68960512,68960767,40615
68960768,68961279,223
68961280,68961535,830
68961536,68962047,223
68962048,68962303,5451
68962304,68962815,223
68962816,68963071,660
68963072,68963327,1827
68963328,68966143,223
68966144,68966399,1116
68966400,68966655,6959
68966656,68967423,223
68967424,68967679,3510
68967680,68968959,223
68968960,68969215,15197
68969216,68969343,116353
68969344,68969471,47160
68969472,68969727,158435
68969728,68969983,2083
68969984,68970239,37276
68970240,68970495,4905
68970496,68971007,223
68971008,68971263,129523
68971264,68972287,223
68972288,68972543,7376
68972544,68972799,16966
68972800,68973055,12150
68973056,68973567,223
68973568,68973695,8699
68973696,68973823,223
68973824,68974079,120448
68974080,68974335,223
68974336,68974591,22644
68974592,68974847,3048
68974848,68975103,12184
68975104,68975359,116059
68975360,68975615,13221
68975616,68975871,23089
68975872,68976127,27526
68976128,68976255,3087
68976256,68976383,6456
68976384,68976639,1268
68976640,68977407,223
68977408,68977663,126710
68977664,68977919,11483
68977920,68978175,218614
68978176,68978303,8305
68978304,68978431,14099
68978432,68978559,121392
68978560,68978687,6609
68978688,68980991,223
68980992,68981247,120769
68981248,68981759,223
68981760,68982015,5081
68982016,68982271,3832
68982272,68982527,223
68982528,68982783,3820
68982784,68983039,7182
68983040,68983295,2042
68983296,68983551,117224
68983552,68983807,16334
68983808,68984063,223
68984064,68984319,17184
68984320,68984575,223
68984576,68984831,7182
68984832,68985087,1245
68985088,68985855,223
68985856,68986111,117439
68986112,68986367,7316
68986368,68986879,223
68986880,68987135,10134
68987136,68988927,223
68988928,68989183,130391
68989184,68989695,223
68989696,68989951,8672
68989952,68990207,993
68990208,68990463,120256
68990464,68990591,7237
68990592,68990719,36678
68990720,68990847,10147
68990848,68990975,34426
68990976,68991487,3165
68991488,68991743,223
68991744,68991999,38607
68992000,68992511,632
68992512,69003263,223
69003264,69003519,29979
69003520,69074943,223
69074944,69075199,1749
69075200,69075967,223
69075968,69076223,1770
69076224,69076991,223
69076992,69077247,14669
69077248,69078271,223
69078272,69078527,14669
69078528,69079551,223
69079552,69079807,4591
69079808,69080063,223
69080064,69080575,42420
69080576,69081087,223
69081088,69081599,2717
69081600,69083391,223
69083392,69083519,902
69083520,69083647,3056
69083648,69083903,994
69083904,69084031,6224
69084032,69084159,6879
69084160,69084415,223
69084416,69084671,12806
69084672,69084927,122654
69084928,69085183,115255
69085184,69085439,120673
69085440,69085695,115193
69085696,69086079,223
69086080,69086207,25099
69086208,69086335,41317
69086336,69086463,1266
69086464,69086719,120629
69086720,69087231,223
69087232,69087487,1610
69087488,69087999,223
69088000,69088255,121783
69088256,69088383,10708
69088384,69088511,8753
69088512,69089279,223
69089280,69089791,11532
69089792,69090303,29291
69090304,69090815,223
69090816,69090943,22886
69090944,69091071,2149
69091072,69091327,16773
69091328,69092095,223
69092096,69092351,1690
69092352,69092607,8848
69092608,69092863,14655
69092864,69093375,223
69093376,69093503,7512
69093504,69093631,158631
69093632,69093887,1637
69093888,69094143,11190
69094144,69094399,223
69094400,69094655,17
69094656,69094911,6768
69094912,69095167,15884
69095168,69096447,223
69096448,69096703,11321
69096704,69097471,223
69097472,69097727,660
69097728,69097983,4223
69097984,69098239,223
69098240,69098495,1724
69098496,69100007,223
69100008,69100008,24981
69100009,69100031,223
69100032,69100287,887
69100288,69100543,119315
69100544,69100799,223
69100800,69100927,116448
69100928,69101055,3195
69101056,69101183,8944
69101184,69101311,6018
69101312,69101567,31374
69101568,69101823,1584
69101824,69102591,223
69102592,69102847,1519
69102848,69102975,1235
69102976,69103103,223
69103104,69103359,3003
69103360,69104127,223
69104128,69104639,793
69104640,69105919,223
69105920,69106175,15023
69106176,69106431,1844
69106432,69106687,38966
69106688,69107199,223
69107200,69107455,116977
69107456,69107967,223
69107968,69108223,4718
69108224,69108735,36883
69108736,69108991,676
69108992,69109247,46676
69109248,69109503,223
69109504,69109759,12130
69109760,69110271,14725
69110272,69110527,5820
69110528,69110783,7097
69110784,69111551,223
69111552,69111807,13539
69111808,69112319,2156
69112320,69112575,223
69112576,69112831,3269
69112832,69113087,223
69113088,69113343,3885
69113344,69113855,16662
69113856,69116415,223
69116416,69116671,623
69116672,69116799,10450
69116800,69116927,3884
69116928,69117951,223
69117952,69118207,46753
69118208,69118335,3884
69118336,69118463,2546
69118464,69118591,53823
69118592,69118719,623
69118720,69119743,223
69119744,69119999,2998
69120000,69122559,223
69122560,69122815,697
69122816,69122943,29876
69122944,69123071,25073
69123072,69123327,2510
69123328,69123583,117553
69123584,69123839,33377
69123840,69124095,223
69124096,69124351,31967
69124352,69124607,117118
69124608,69124863,3435
69124864,69125119,223
69125120,69125375,23858
69125376,69125631,7957
69125632,69125887,5718
69125888,69127167,223
69127168,69127423,11799
69127424,69128447,223
69128448,69128575,13532
69128576,69128703,20463
69128704,69128959,115498
69128960,69129215,223
69129216,69129471,123083
69129472,69129727,223
69129728,69129983,40450
69129984,69130751,223
69130752,69131263,137674
69131264,69132287,223
69132288,69132543,3696
69132544,69132799,223
69132800,69133055,882
69133056,69133183,3088
69133184,69133311,5837
69133312,69133567,37662
69133568,69133823,223
69133824,69134335,12120
69134336,69134847,223
69134848,69135103,124071
69135104,69135231,223
69135232,69135359,5894
69135360,69135871,133335
69135872,69140479,223
69140480,69140735,2980
69140736,69140991,629
69140992,69141503,15886
69141504,69142271,223
69142272,69142527,115691
69142528,69142783,223
69142784,69143039,1141
69143040,69143295,47160
69143296,69143423,4252
69143424,69143551,218705
69143552,69143807,1165
69143808,69144063,8955
69144064,69144575,223
69144576,69144703,632
69144704,69144831,80100
69144832,69145855,223
69145856,69146111,8266
69146112,69146367,618
69146368,69146623,223
69146624,69146879,1724
69146880,69147135,223
69147136,69147263,94927
69147264,69147391,7532
69147392,69147647,116093
69147648,69148159,12125
69148160,69148671,223
69148672,69148927,37680
69148928,69149183,223
69149184,69149695,9060
69149696,69150207,37233
69150208,69150975,223
69150976,69151231,131125
69151232,69151743,223
69151744,69151999,8315
69152000,69152255,223
69152256,69152511,115877
69152512,69153023,223
69153024,69153151,1439
69153152,69153279,8311
69153280,69153791,223
69153792,69154047,3971
69154048,69154303,34872
69154304,69154431,1176
69154432,69154559,2858
69154560,69154815,2177
69154816,69155327,223
69155328,69155583,5158
69155584,69155839,223
69155840,69156095,116088
69156096,69156351,223
69156352,69156607,2174
69156608,69156863,8311
69156864,69157375,223
69157376,69157631,29881
69157632,69157887,6016
69157888,69158143,12120
69158144,69158399,223
69158400,69158655,12120
69158656,69158783,115067
69158784,69158911,685
69158912,69159167,13229
69159168,69159295,13300
69159296,69159423,223
69159424,69159679,3202
69159680,69159935,7245
69159936,69168639,223
69168640,69168895,14729
69168896,69169151,223
69169152,69169407,12160
69169408,69169663,223
69169664,69169919,34218
69169920,69170175,121751
69170176,69171455,223
69171456,69171711,3744
69171712,69171967,116801
69171968,69173247,223
69173248,69173503,4751
69173504,69174271,223
69174272,69174527,6743
69174528,69175039,223
69175040,69175295,4955
69175296,69175551,131296
69175552,69175807,35342
69175808,69176063,9965
69176064,69176319,223
69176320,69176575,19913
69176576,69176831,223
69176832,69177087,127884
69177088,69177343,223
69177344,69177599,1168
69177600,69179903,223
69179904,69180159,1249
69180160,69181439,223
69181440,69181503,117860
69181504,69181567,24981
69181568,69181695,117860
69181696,69181951,223
69181952,69182463,12120
69182464,69182719,2201
69182720,69182975,6883
69182976,69183487,223
69183488,69183743,12800
69183744,69183999,223
69184000,69184127,3188
69184128,69184255,10136
69184256,69184511,121336
69184512,69184767,223
69184768,69185023,15886
69185024,69187583,223
69187584,69187839,3886
69187840,69188863,223
69188864,69189119,37312
69189120,69189631,223
69189632,69189887,757
69189888,69190399,223
69190400,69190655,2688
69190656,69190911,11101
69190912,69191423,223
69191424,69191679,39708
69191680,69192191,223
69192192,69192447,5382
69192448,69192703,10636
69192704,69192831,5366
69192832,69192959,223
69192960,69193087,47625
69193088,69193215,116302
69193216,69193343,8637
69193344,69193471,20506
69193472,69193727,31495
69193728,69195775,223
69195776,69196031,2145
69196032,69196799,223
69196800,69197055,5874
69197056,69197311,223
69197312,69197567,9697
69197568,69197775,5889
69197776,69197791,4893
69197792,69197823,5889
69197824,69337087,223
69337088,69337599,30074
69337600,69343231,223
69343232,69343743,2262
69343744,69345279,223
69345280,69345535,995
69345536,69345791,1072
69345792,69346047,223
69346048,69346303,16021
69346304,69346815,223
69346816,69347071,1072
69347072,69347327,223
69347328,69347583,14268
69347584,69347839,1064
69347840,69349007,223
69349008,69349023,1848
69349024,69353471,223
69353472,69353727,1053
69353728,69353983,223
69353984,69354239,9802
69354240,69354495,223
69354496,69355007,122099
69355008,69357567,223
69357568,69357823,25334
69357824,69358079,223
69358080,69358591,117396
69358592,69359615,27212
69359616,69360127,223
69360128,69360255,1275
69360256,69360383,4053
69360384,69362943,223
69362944,69363199,3328
69363200,69363327,9191
69363328,69365759,223
69365760,69366015,2563
69366016,69366783,223
69366784,69367295,12125
69367296,69367551,223
69367552,69367807,29713
69367808,69368831,223
69368832,69369087,11483
69369088,69369343,223
69369344,69369599,2314
69369600,69370367,223
69370368,69370623,4566
69370624,69382879,223
69382880,69382895,667
69382896,69386239,223
69386240,69386751,45933
69386752,69388287,223
69388288,69388543,15886
69388544,69388799,223
69388800,69389055,34087
69389056,69390591,223
69390592,69390847,9060
69390848,69394623,223
69394624,69394687,664
69394688,69394943,115621
69394944,69395199,116638
69395200,69395455,889
69395456,69396479,223
69396480,69396735,2845
69396736,69396991,13728
69396992,69404415,223
69404416,69404511,2439
69404512,69404527,1113
69404528,69404671,2439
69404672,69407743,223
69407744,69407999,11095
69408000,69427199,223
69427200,69427455,4866
69427456,69427711,752
69427712,69428479,223
69428480,69428735,7653
69428736,69441575,223
69441576,69441583,9552
69441584,69443583,223
69443584,69443839,8038
69443840,69454079,223
69454080,69454335,3464
69454336,69464119,223
69464120,69464127,9255
69464128,69468671,223
69468672,69468927,802
69468928,69470207,223
69470208,69471231,123442
69471232,69477375,223
69477376,69478399,33940
69478400,69496831,223
69496832,69497343,2062
69497344,69497599,126745
69497600,69498111,2062
69498112,69498367,56609
69498368,69498623,2062
69498624,69518079,223
69518080,69518179,116681
69518180,69518180,14168
69518181,69518335,116681
69518336,69519359,223
69519360,69521407,985
69521408,69558527,223
69558528,69558783,931
69558784,70326271,223
70326272,70326303,2306
70326304,70331391,223
70331392,70331647,154027
70331648,70347775,223
70347776,70348287,12155
70348288,70348543,2827
70348544,70348799,223
70348800,70349311,2293
70349312,70349439,116262
70349440,70349567,55889
70349568,70349823,843
70349824,70350079,8368
70350080,70350591,223
70350592,70350847,120118
70350848,70351103,19927
70351104,70351359,123895
70351360,70351615,120156
70351616,70583039,223
70583040,70583295,1872
70583296,70583551,116353
70583552,70584319,223
70584320,70584575,9115
70584576,70584831,2260
70584832,70585087,13421
70585088,70585343,223
70585344,70585599,10554
70585600,70585855,223
70585856,70586111,1147
70586112,70586367,223
70586368,70586623,2708
70586624,70587391,223
70587392,70587647,37213
70587648,70589951,223
70589952,70590207,5962
70590208,70590463,1314
70590464,70590975,133689
70590976,70591487,223
70591488,70591743,5176
70591744,70592511,223
70592512,70593023,995
70593024,70593535,223
70593536,70593791,7962
70593792,70594047,223
70594048,70594303,117381
70594304,70594559,223
70594560,70594815,27828
70594816,70595327,223
70595328,70595583,1248
70595584,70597631,223
70597632,70598143,115405
70598144,70598399,223
70598400,70598655,9006
70598656,70600959,223
70600960,70601215,5418
70601216,70601983,223
70601984,70602239,15071
70602240,70602367,5418
70602368,70602495,2612
70602496,70604031,223
70604032,70604159,692
70604160,70604287,6144
70604288,70606335,223
70606336,70606591,12125
70606592,70608895,223
70608896,70609407,12065
70609408,70610431,223
70610432,70610687,39831
70610688,70610943,133021
70610944,70613247,223
70613248,70613503,1775
70613504,70614015,223
70614016,70614271,10062
70614272,70615039,1759
70615040,70615295,15070
70615296,70615423,2720
70615424,70615551,11788
70615552,70616063,223
70616064,70616319,41450
70616320,70616447,2155
70616448,70616575,8924
70616576,70617087,223
70617088,70617343,691
70617344,70617599,4000
70617600,70617855,6752
70617856,70618111,223
70618112,70618367,7813
70618368,70619391,223
70619392,70619647,13559
70619648,70619903,24873
70619904,70620031,1565
70620032,70620159,1542
70620160,70620415,24404
70620416,70620671,223
70620672,70620927,1553
70620928,70621183,223
70621184,70621695,1600
70621696,70621951,115520
70621952,70623231,223
70623232,70623487,29444
70623488,70623743,223
70623744,70623999,1623
70624000,70624255,1423
70624256,70624511,117660
70624512,70625535,223
70625536,70625791,17135
70625792,70626047,40075
70626048,70626303,223
70626304,70626559,2062
70626560,70626815,223
70626816,70627071,9095
70627072,70627327,29568
70627328,70627583,6259
70627584,70627839,223
70627840,70628095,126565
70628096,70631423,223
70631424,70631551,129141
70631552,70631679,9289
70631680,70631935,6431
70631936,70632447,223
70632448,70632703,1359
70632704,70632719,7889
70632720,70632735,3025
70632736,70632959,7889
70632960,70633983,223
70633984,70634015,120189
70634016,70634047,10164
70634048,70634239,120189
70634240,70646783,223
70646784,70647039,2398
70647040,70909951,223
70909952,70910207,12316
70910208,70910463,223
70910464,70910719,5255
70910720,70911487,223
70911488,70911743,704
70911744,70917119,223
70917120,70917375,3076
70917376,70917503,3070
70917504,70917631,7245
70917632,70929919,223
70929920,70930175,8863
70930176,70937855,223
70937856,70938111,121316
70938112,70940671,223
70940672,70940927,9079
70940928,70952447,223
70952448,70952703,40767
70952704,70977791,223
70977792,70978047,9695
70978048,70978303,223
70978304,70978559,6094
70978560,70978815,5281
70978816,70979071,14928
70979072,70979327,119102
70979328,70980095,223
70980096,70980351,1544
70980352,70980607,4067
70980608,70980863,115688
70980864,70981119,5541
70981120,70981631,223
70981632,70981887,1359
70981888,70982143,9625
70982144,70982399,38620
70982400,70982911,223
70982912,70983167,2076
70983168,70985727,223
70985728,70985983,7889
70985984,70986751,223
70986752,70987007,10673
70987008,70988543,223
70988544,70988799,913
70988800,70989055,223
70989056,70989311,8253
70989312,70989567,1810
70989568,70989823,181939
70989824,70990079,22886
70990080,70990335,1818
70990336,70990591,11532
70990592,70990847,4271
70990848,70991103,4417
70991104,70991359,223
70991360,70991871,2221
70991872,70992127,308204
70992128,70993151,223
70993152,70993407,4995
70993408,70993663,223
70993664,70993919,3186
70993920,70996991,223
70996992,70997247,4743
70997248,70997503,5054
70997504,70997759,115846
70997760,70998015,124068
70998016,70999039,223
70999040,70999295,127402
70999296,70999807,223
70999808,70999935,9478
70999936,71004415,223
71004416,71004543,10247
71004544,71004671,115111
71004672,71004927,23164
71004928,71005183,223
71005184,71005439,14327
71005440,71005951,223
71005952,71006207,21539
71006208,71007231,223
71007232,71007487,1845
71007488,71007743,121483
71007744,71009279,223
71009280,71009535,11095
71009536,71009791,223
71009792,71010047,13268
71010048,71010303,223
71010304,71010559,5421
71010560,71011071,223
71011072,71011327,697
71011328,71011583,12332
71011584,71011839,1252
71011840,71012095,1484
71012096,71013887,223
71013888,71014143,8936
71014144,71014271,223
71014272,71014399,116958
71014400,71014655,3052
71014656,71014911,223
71014912,71015167,13229
71015168,71015423,223
71015424,71015679,3206
71015680,71015935,223
71015936,71016191,122201
71016192,71016447,223
71016448,71016703,14918
71016704,71020031,223
71020032,71020287,2488
71020288,71020543,223
71020544,71020799,370409
71020800,71022591,223
71022592,71022847,115163
71022848,71023615,223
71023616,71023871,42523
71023872,71024639,223
71024640,71024895,1270
71024896,71026175,223
71026176,71026687,9661
71026688,71026943,223
71026944,71027199,43133
71027200,71027455,223
71027456,71027711,1882
71027712,71029759,223
71029760,71030271,1827
71030272,71031807,223
71031808,71032063,10281
71032064,71032319,1314
71032320,71032831,4508
71032832,71037951,223
71037952,71038207,3316
71038208,71038463,12662
71038464,71038719,3925
71038720,71569798,223
71569799,71569799,12120
71569800,71571339,223
71571340,71571340,197073
71571341,71571389,223
71571390,71571390,197073
71571391,71571713,223
71571714,71571715,197073
71571716,71592227,223
71592228,71592228,23882
71592229,71595007,223
71595008,71595519,77
71595520,71664692,223
71664693,71664693,23882
71664694,71664700,223
71664701,71664701,1141
71664702,71664704,223
71664705,71664705,14669
71664706,71665077,223
71665078,71665078,114983
71665079,71665305,223
71665306,71665306,12120
71665307,71665977,223
71665978,71665978,12120
71665979,71666464,223
71666465,71666465,114983
71666466,71666529,223
71666530,71666530,13547
71666531,71666711,223
71666712,71666719,197073
71666720,71667092,223
71667093,71667093,114983
71667094,71667113,223
71667114,71667114,14435
71667115,71667529,223
71667530,71667530,13547
71667531,71667625,223
71667626,71667626,197073
71667627,71667633,223
71667634,71667634,197073
71667635,71667656,223
71667657,71667657,14435
71667658,71670208,223
71670209,71670209,14435
71670210,71762943,223
71762944,71763199,1987
71763200,71763967,223
71763968,71764479,131880
71764480,71767039,223
71767040,71767295,615
71767296,71768063,223
71768064,71768191,21539
71768192,71768319,3564
71768320,71773695,223
71773696,71773951,11101
71773952,71793663,223
71793664,71793919,14375
71793920,71794943,223
71794944,71795199,16770
71795200,71795711,223
71795712,71795967,117386
71795968,71797503,223
71797504,71797759,23653
71797760,71798015,3291
71798016,71802879,223
71802880,71803135,13728
71803136,71805695,223
71805696,71805951,2829
71805952,71806719,223
71806720,71806975,672
71806976,71807231,223
71807232,71807487,1591
71807488,71810559,223
71810560,71810815,218614
71810816,71814169,223
71814170,71814170,12120
71814171,71815679,223
71815680,71815935,1595
71815936,71816703,223
71816704,71816959,5437
71816960,71819007,223
71819008,71819263,1481
71819264,71819775,223
71819776,71820031,120552
71820032,71820287,23374
71820288,72220927,223
72220928,72221183,6746
72221184,72221439,9603
72221440,72223231,223
72223232,72223487,2149
72223488,72223743,223
72223744,72224255,117220
72224256,72224511,1380
72224512,72224767,1281
72224768,72259967,223
72259968,72260095,8570
72260096,72260351,223
72260352,72260607,12715
72260608,72261119,223
72261120,72261375,116255
72261376,72267263,223
72267264,72267519,11494
72267520,72267775,8988
72267776,72270079,223
72270080,72270335,1010
72270336,72282623,223
72282624,72282879,1321
72282880,72286463,223
72286464,72286719,19727
72286720,72289791,223
72289792,72290047,42614
72290048,72290303,1352
72290304,72290815,223
72290816,72291071,3212
72291072,72291583,223
72291584,72291839,4407
72291840,72294911,223
72294912,72295167,120780
72295168,72302641,223
72302642,72302642,14669
72302643,72308735,223
72308736,72308991,1642
72308992,72315903,223
